lebel_type	dis_co_occu	ran_ds_no	best_l1_ratio	best_C	best_cv_train_rmse	test_rmse
ori_leb	BMI	481	0.1	0.4	4.751	5.922
shuff_leb	BMI	481	0.1	1000.0	7.793	7.123
ori_leb	BMI	482	0.1	0.4	4.734	6.251
shuff_leb	BMI	482	0.1	1000.0	7.605	7.884
ori_leb	BMI	483	0.1	0.4	4.827	5.934
shuff_leb	BMI	483	0.1	1000.0	7.696	7.53
ori_leb	BMI	484	0.1	0.4	4.583	7.172
shuff_leb	BMI	484	0.1	1000.0	7.191	9.306
ori_leb	BMI	485	0.2	0.4	4.977	5.883
shuff_leb	BMI	485	0.4	1.0	7.821	7.691
ori_leb	BMI	486	0.2	0.4	4.937	5.625
shuff_leb	BMI	486	0.9	1.0	7.735	7.337
ori_leb	BMI	487	0.1	0.4	4.831	5.773
shuff_leb	BMI	487	0.1	1000.0	7.812	7.032
ori_leb	BMI	488	0.1	0.6	5.062	6.172
shuff_leb	BMI	488	0.6	1.0	7.406	8.523
ori_leb	BMI	489	0.1	0.6	5.019	5.999
shuff_leb	BMI	489	0.1	1000.0	7.752	7.31
ori_leb	BMI	490	0.1	0.4	4.6	7.246
shuff_leb	BMI	490	0.9	1.0	7.437	8.559
ori_leb	BMI	491	0.1	0.6	5.305	4.909
shuff_leb	BMI	491	0.1	1000.0	8.032	5.997
ori_leb	BMI	492	0.1	0.6	5.095	5.604
shuff_leb	BMI	492	0.1	1000.0	7.707	7.488
ori_leb	BMI	493	0.1	0.6	5.072	6.076
shuff_leb	BMI	493	0.1	1000.0	7.527	8.168
ori_leb	BMI	494	0.1	0.4	4.906	5.772
shuff_leb	BMI	494	0.4	1.0	7.796	7.627
ori_leb	BMI	495	0.1	0.4	4.682	6.71
shuff_leb	BMI	495	0.9	1.0	7.304	8.73
ori_leb	BMI	496	0.1	0.6	5.164	5.828
shuff_leb	BMI	496	0.1	1000.0	7.579	7.976
ori_leb	BMI	497	0.1	0.4	4.948	5.507
shuff_leb	BMI	497	0.1	1000.0	7.596	7.915
ori_leb	BMI	498	0.1	0.4	4.575	7.142
shuff_leb	BMI	498	0.9	0.6	7.51	8.957
ori_leb	BMI	499	0.1	0.6	5.168	5.464
shuff_leb	BMI	499	0.9	1.0	7.807	7.331
ori_leb	BMI	500	0.1	0.6	4.955	6.638
shuff_leb	BMI	500	0.1	1000.0	7.49	8.301
ori_leb	BMI	501	0.1	0.6	5.039	6.122
shuff_leb	BMI	501	0.9	1.0	7.596	8.038
ori_leb	BMI	502	0.1	0.6	4.977	6.181
shuff_leb	BMI	502	0.1	1000.0	7.628	7.816
ori_leb	BMI	503	0.1	0.6	5.094	5.657
shuff_leb	BMI	503	0.1	1000.0	7.729	7.396
ori_leb	BMI	504	0.1	0.4	4.605	6.631
shuff_leb	BMI	504	0.1	10.0	7.465	8.419
ori_leb	BMI	505	0.1	0.4	4.716	6.278
shuff_leb	BMI	505	0.1	1000.0	7.759	7.285
ori_leb	BMI	506	0.1	0.6	5.037	6.165
shuff_leb	BMI	506	0.1	1000.0	7.688	7.58
ori_leb	BMI	507	0.1	0.4	4.887	5.897
shuff_leb	BMI	507	0.4	1.0	7.604	7.9
ori_leb	BMI	508	0.1	0.4	4.984	5.492
shuff_leb	BMI	508	0.1	1000.0	8.045	5.919
ori_leb	BMI	509	0.1	0.4	4.848	5.912
shuff_leb	BMI	509	0.1	1000.0	7.825	6.978
ori_leb	BMI	510	0.1	0.4	4.727	6.365
shuff_leb	BMI	510	0.1	1000.0	7.484	8.339
ori_leb	BMI	511	0.1	0.4	4.869	6.03
shuff_leb	BMI	511	0.1	1000.0	7.726	7.405
ori_leb	BMI	512	0.1	0.6	5.043	6.061
shuff_leb	BMI	512	0.1	1000.0	7.626	7.796
ori_leb	BMI	513	0.1	0.4	4.808	5.928
shuff_leb	BMI	513	0.1	10.0	7.81	7.034
ori_leb	BMI	514	0.2	0.4	4.901	6.508
shuff_leb	BMI	514	0.1	1000.0	7.5	8.267
ori_leb	BMI	515	0.1	0.4	4.812	6.082
shuff_leb	BMI	515	0.1	1000.0	7.629	7.786
ori_leb	BMI	516	0.1	0.4	4.678	6.726
shuff_leb	BMI	516	0.1	1000.0	7.564	8.032
ori_leb	BMI	517	0.1	0.4	4.828	5.819
shuff_leb	BMI	517	0.9	1.0	7.688	7.771
ori_leb	BMI	518	0.1	0.6	5.183	5.373
shuff_leb	BMI	518	0.1	1000.0	7.76	7.255
ori_leb	BMI	519	0.1	0.6	5.005	6.288
shuff_leb	BMI	519	0.1	10.0	7.515	8.214
ori_leb	BMI	520	0.1	0.4	4.792	5.798
shuff_leb	BMI	520	0.8	1.0	7.701	7.75
ori_leb	BMI	521	0.1	0.4	4.906	5.796
shuff_leb	BMI	521	0.1	1000.0	7.76	7.263
ori_leb	BMI	522	0.1	0.4	5.005	4.758
shuff_leb	BMI	522	0.1	10.0	7.931	6.491
ori_leb	BMI	523	0.9	0.2	4.754	7.091
shuff_leb	BMI	523	0.1	1000.0	7.813	7.036
ori_leb	BMI	524	0.1	0.4	4.921	5.519
shuff_leb	BMI	524	0.9	1.0	7.77	7.445
ori_leb	BMI	525	0.1	0.6	4.916	6.434
shuff_leb	BMI	525	0.9	1.0	7.548	7.994
ori_leb	BMI	526	0.1	0.4	4.792	5.784
shuff_leb	BMI	526	0.1	1000.0	7.724	7.43
ori_leb	BMI	527	0.1	0.6	4.98	6.695
shuff_leb	BMI	527	0.9	1.0	7.683	7.607
ori_leb	BMI	528	0.1	0.4	4.646	6.9
shuff_leb	BMI	528	0.1	1000.0	7.402	8.622
ori_leb	BMI	529	0.1	0.6	5.092	5.831
shuff_leb	BMI	529	0.1	1000.0	7.711	7.469
ori_leb	BMI	530	0.1	0.4	4.906	5.535
shuff_leb	BMI	530	0.1	1000.0	7.575	7.989
ori_leb	BMI	531	0.1	0.4	4.925	5.511
shuff_leb	BMI	531	0.9	1.0	7.792	7.315
ori_leb	BMI	532	0.1	0.4	4.737	6.067
shuff_leb	BMI	532	0.9	0.6	7.81	7.794
ori_leb	BMI	533	0.1	0.6	5.268	5.028
shuff_leb	BMI	533	0.1	1000.0	7.816	7.037
ori_leb	BMI	534	0.1	0.4	4.561	6.935
shuff_leb	BMI	534	0.1	10.0	7.49	8.307
ori_leb	BMI	535	0.1	0.4	4.867	5.807
shuff_leb	BMI	535	0.1	1000.0	7.868	6.838
ori_leb	BMI	536	0.1	0.6	5.155	5.467
shuff_leb	BMI	536	0.1	1000.0	7.702	7.508
ori_leb	BMI	537	0.1	0.4	4.627	6.873
shuff_leb	BMI	537	0.9	1.0	7.314	8.841
ori_leb	BMI	538	0.1	0.6	5.045	5.99
shuff_leb	BMI	538	0.1	1000.0	7.79	7.123
ori_leb	BMI	539	0.1	0.6	5.152	5.884
shuff_leb	BMI	539	0.9	0.6	7.776	7.454
ori_leb	BMI	540	0.1	0.6	5.014	6.365
shuff_leb	BMI	540	0.1	1000.0	7.524	8.221
ori_leb	BMI	541	0.1	0.6	5.062	5.95
shuff_leb	BMI	541	0.4	1.0	7.789	8.0
ori_leb	BMI	542	0.1	0.4	4.771	6.342
shuff_leb	BMI	542	0.9	0.4	7.878	8.206
ori_leb	BMI	543	0.1	0.6	5.083	5.605
shuff_leb	BMI	543	0.1	1000.0	7.719	7.435
ori_leb	BMI	544	0.1	0.4	4.912	5.362
shuff_leb	BMI	544	0.1	10.0	7.726	7.428
ori_leb	BMI	545	0.1	0.4	4.881	6.038
shuff_leb	BMI	545	0.9	1.0	7.575	7.957
ori_leb	BMI	546	0.1	0.6	5.004	6.011
shuff_leb	BMI	546	0.1	1000.0	7.757	7.278
ori_leb	BMI	547	0.2	0.4	4.687	6.633
shuff_leb	BMI	547	0.1	1000.0	7.709	7.471
ori_leb	BMI	548	0.1	0.4	4.825	6.082
shuff_leb	BMI	548	0.1	10.0	7.589	7.946
ori_leb	BMI	549	0.1	0.6	5.131	5.406
shuff_leb	BMI	549	0.1	1000.0	7.824	6.976
ori_leb	BMI	550	0.1	0.4	4.926	5.557
shuff_leb	BMI	550	0.1	1000.0	7.697	7.519
ori_leb	BMI	551	0.1	0.4	4.741	6.428
shuff_leb	BMI	551	0.1	1.0	7.932	7.779
ori_leb	BMI	552	0.1	0.4	5.013	5.39
shuff_leb	BMI	552	0.9	1.0	7.787	7.475
ori_leb	BMI	553	0.2	0.4	4.746	6.935
shuff_leb	BMI	553	0.1	1000.0	7.763	7.248
ori_leb	BMI	554	0.2	0.4	4.991	5.536
shuff_leb	BMI	554	0.1	1000.0	7.67	7.624
ori_leb	BMI	555	0.1	0.4	4.816	6.077
shuff_leb	BMI	555	0.8	1.0	7.88	7.239
ori_leb	BMI	556	0.1	0.4	4.957	5.277
shuff_leb	BMI	556	0.1	1000.0	7.742	7.327
ori_leb	BMI	557	0.1	0.4	5.073	5.01
shuff_leb	BMI	557	0.6	1.0	7.917	6.428
ori_leb	BMI	558	0.1	0.4	4.908	5.786
shuff_leb	BMI	558	0.1	1000.0	7.555	8.07
ori_leb	BMI	559	0.1	0.4	4.75	6.349
shuff_leb	BMI	559	0.1	10.0	7.552	8.083
ori_leb	BMI	560	0.1	0.6	4.995	6.534
shuff_leb	BMI	560	0.1	1000.0	7.539	8.125
ori_leb	BMI	561	0.1	0.4	4.543	7.111
shuff_leb	BMI	561	0.1	1000.0	7.179	9.373
ori_leb	BMI	562	0.2	0.4	4.868	5.903
shuff_leb	BMI	562	0.9	1.0	7.976	6.513
ori_leb	BMI	563	0.1	0.4	4.604	7.4
shuff_leb	BMI	563	0.1	10.0	7.164	9.476
ori_leb	BMI	564	0.1	0.6	5.068	6.166
shuff_leb	BMI	564	0.9	0.6	7.814	7.614
ori_leb	BMI	565	0.1	0.4	4.645	6.5
shuff_leb	BMI	565	0.1	10.0	7.399	8.619
ori_leb	BMI	566	0.1	0.4	4.734	6.354
shuff_leb	BMI	566	0.1	1000.0	7.62	7.826
ori_leb	BMI	567	0.1	0.6	5.005	6.496
shuff_leb	BMI	567	0.9	1.0	7.435	8.608
ori_leb	BMI	568	0.2	0.2	4.358	6.842
shuff_leb	BMI	568	0.1	1000.0	7.815	7.037
ori_leb	BMI	569	0.1	0.4	4.609	6.311
shuff_leb	BMI	569	0.1	1000.0	7.726	7.398
ori_leb	BMI	570	0.1	0.6	5.08	5.693
shuff_leb	BMI	570	0.1	1000.0	7.832	6.944
ori_leb	BMI	571	0.1	0.6	5.097	6.033
shuff_leb	BMI	571	0.9	1.0	7.742	7.449
ori_leb	BMI	572	0.1	0.4	4.725	6.305
shuff_leb	BMI	572	0.1	1000.0	7.841	6.903
ori_leb	BMI	573	0.1	0.6	5.098	6.012
shuff_leb	BMI	573	0.1	1000.0	7.636	7.783
ori_leb	BMI	574	0.1	0.4	4.514	7.401
shuff_leb	BMI	574	0.9	1.0	7.063	9.77
ori_leb	BMI	575	0.1	0.4	4.735	6.191
shuff_leb	BMI	575	0.1	1000.0	7.592	7.933
ori_leb	BMI	576	0.1	0.6	5.142	5.671
shuff_leb	BMI	576	0.9	1.0	7.756	7.489
ori_leb	BMI	577	0.1	0.4	4.819	6.062
shuff_leb	BMI	577	0.1	1000.0	7.662	7.655
ori_leb	BMI	578	0.1	0.6	5.075	5.874
shuff_leb	BMI	578	0.1	1000.0	7.648	7.717
ori_leb	BMI	579	0.1	0.4	4.929	5.728
shuff_leb	BMI	579	0.1	1000.0	7.724	7.406
ori_leb	BMI	580	0.1	0.4	4.927	5.504
shuff_leb	BMI	580	0.1	1000.0	7.658	7.69
ori_leb	BMI	581	0.1	0.6	5.025	6.15
shuff_leb	BMI	581	0.1	1000.0	7.78	7.246
ori_leb	BMI	582	0.1	0.4	4.901	6.057
shuff_leb	BMI	582	0.4	1.0	7.719	7.767
ori_leb	BMI	583	0.1	0.4	4.849	6.131
shuff_leb	BMI	583	0.1	10.0	7.835	6.938
ori_leb	BMI	584	0.1	0.4	4.93	5.402
shuff_leb	BMI	584	0.1	1000.0	7.855	6.864
ori_leb	BMI	585	0.1	0.4	4.912	5.545
shuff_leb	BMI	585	0.2	1.0	7.985	7.199
ori_leb	BMI	586	0.1	0.4	4.909	5.821
shuff_leb	BMI	586	0.8	1.0	7.717	7.582
ori_leb	BMI	587	0.1	0.4	4.845	5.911
shuff_leb	BMI	587	0.4	1.0	7.739	7.947
ori_leb	BMI	588	0.1	0.4	4.768	6.091
shuff_leb	BMI	588	0.9	1.0	7.873	7.089
ori_leb	BMI	589	0.1	0.4	4.874	5.572
shuff_leb	BMI	589	0.1	1000.0	7.826	6.973
ori_leb	BMI	590	0.1	0.6	5.037	6.277
shuff_leb	BMI	590	0.9	1.0	7.654	7.725
ori_leb	BMI	591	0.1	0.6	5.162	5.941
shuff_leb	BMI	591	0.4	1.0	7.869	7.693
ori_leb	BMI	592	0.4	0.2	4.502	6.413
shuff_leb	BMI	592	0.1	1000.0	7.64	7.75
ori_leb	BMI	593	0.1	0.4	4.797	6.241
shuff_leb	BMI	593	0.1	1000.0	7.471	8.377
ori_leb	BMI	594	0.1	0.6	4.932	6.646
shuff_leb	BMI	594	0.1	10.0	7.564	8.038
ori_leb	BMI	595	0.1	0.4	4.748	6.502
shuff_leb	BMI	595	0.8	1.0	7.853	7.05
ori_leb	BMI	596	0.1	0.4	4.62	6.734
shuff_leb	BMI	596	0.9	1.0	7.525	8.233
ori_leb	BMI	597	0.1	0.4	4.783	6.218
shuff_leb	BMI	597	0.2	1.0	8.104	6.856
ori_leb	BMI	598	0.1	0.6	5.025	6.11
shuff_leb	BMI	598	0.1	1000.0	7.694	7.528
ori_leb	BMI	599	0.1	0.6	5.092	5.834
shuff_leb	BMI	599	0.1	1000.0	7.741	7.352
ori_leb	BMI	600	0.1	0.6	4.879	6.888
shuff_leb	BMI	600	0.4	1.0	7.812	7.734
ori_leb	BMI	601	0.1	0.6	5.217	5.33
shuff_leb	BMI	601	0.9	1.0	7.835	7.033
ori_leb	BMI	602	0.1	0.4	4.749	6.64
shuff_leb	BMI	602	0.6	1.0	7.584	8.107
ori_leb	BMI	603	0.1	0.6	5.137	5.329
shuff_leb	BMI	603	0.1	1000.0	7.85	6.985
ori_leb	BMI	604	0.1	0.4	4.93	5.731
shuff_leb	BMI	604	0.1	1000.0	7.545	8.103
ori_leb	BMI	605	0.1	0.4	4.847	6.094
shuff_leb	BMI	605	0.1	1.0	7.922	7.418
ori_leb	BMI	606	0.1	0.6	4.969	6.496
shuff_leb	BMI	606	0.1	1000.0	7.67	7.622
ori_leb	BMI	607	0.1	0.6	4.912	6.906
shuff_leb	BMI	607	0.1	1000.0	7.245	9.142
ori_leb	BMI	608	0.2	0.4	4.851	6.488
shuff_leb	BMI	608	0.1	1000.0	7.542	8.144
ori_leb	BMI	609	0.1	0.4	4.938	5.17
shuff_leb	BMI	609	0.1	10.0	7.891	6.679
ori_leb	BMI	610	0.1	0.4	4.94	5.522
shuff_leb	BMI	610	0.1	1000.0	7.746	7.323
ori_leb	BMI	611	0.1	0.6	5.172	5.394
shuff_leb	BMI	611	0.9	1.0	7.761	7.276
ori_leb	BMI	612	0.1	0.6	5.141	5.692
shuff_leb	BMI	612	0.1	1000.0	7.773	7.198
ori_leb	BMI	613	0.1	0.6	5.123	5.839
shuff_leb	BMI	613	0.1	1000.0	7.657	7.674
ori_leb	BMI	614	0.1	0.6	5.063	6.009
shuff_leb	BMI	614	0.1	1000.0	7.627	7.818
ori_leb	BMI	615	0.2	0.4	4.901	5.732
shuff_leb	BMI	615	0.1	1000.0	7.713	7.45
ori_leb	BMI	616	0.2	0.4	4.824	6.127
shuff_leb	BMI	616	0.4	1.0	7.692	7.437
ori_leb	BMI	617	0.1	0.4	4.793	6.187
shuff_leb	BMI	617	0.1	1000.0	7.766	7.23
ori_leb	BMI	618	0.1	0.4	4.8	6.085
shuff_leb	BMI	618	0.9	1.0	7.533	8.127
ori_leb	BMI	619	0.1	0.6	5.276	4.912
shuff_leb	BMI	619	0.1	1000.0	7.795	7.117
ori_leb	BMI	620	0.1	0.4	4.862	5.686
shuff_leb	BMI	620	0.1	10.0	7.845	6.91
ori_leb	BMI	621	0.1	0.6	5.116	5.811
shuff_leb	BMI	621	0.8	1.0	7.644	7.762
ori_leb	BMI	622	0.1	0.6	4.97	6.381
shuff_leb	BMI	622	0.1	1000.0	7.457	8.425
ori_leb	BMI	623	0.1	0.4	4.756	6.496
shuff_leb	BMI	623	0.8	1.0	7.571	8.14
ori_leb	BMI	624	0.4	0.4	4.97	6.324
shuff_leb	BMI	624	0.1	1000.0	7.587	7.95
ori_leb	BMI	625	0.1	0.6	4.864	6.86
shuff_leb	BMI	625	0.1	1000.0	7.4	8.618
ori_leb	BMI	626	0.1	0.6	4.99	6.45
shuff_leb	BMI	626	0.1	1000.0	7.47	8.374
ori_leb	BMI	627	0.1	0.4	4.691	6.499
shuff_leb	BMI	627	0.1	1000.0	7.571	8.007
ori_leb	BMI	628	0.1	0.6	5.212	5.364
shuff_leb	BMI	628	0.1	1000.0	7.737	7.349
ori_leb	BMI	629	0.1	0.6	5.078	6.153
shuff_leb	BMI	629	0.1	1000.0	7.368	8.727
ori_leb	BMI	630	0.1	0.6	5.045	6.067
shuff_leb	BMI	630	0.1	1000.0	7.678	7.6
ori_leb	BMI	631	0.1	0.6	4.981	6.695
shuff_leb	BMI	631	0.1	1000.0	7.385	8.667
ori_leb	BMI	632	0.1	0.4	4.847	6.101
shuff_leb	BMI	632	0.1	1000.0	7.737	7.353
ori_leb	BMI	633	0.1	0.6	4.986	6.756
shuff_leb	BMI	633	0.6	1.0	7.233	9.223
ori_leb	BMI	634	0.1	0.4	4.719	6.55
shuff_leb	BMI	634	0.4	1.0	7.493	8.631
ori_leb	BMI	635	0.1	0.6	5.162	5.589
shuff_leb	BMI	635	0.6	1.0	7.658	7.727
ori_leb	BMI	636	0.1	0.4	4.999	4.931
shuff_leb	BMI	636	0.8	1.0	7.857	7.23
ori_leb	BMI	637	0.1	0.4	4.753	6.161
shuff_leb	BMI	637	0.1	1000.0	7.403	8.646
ori_leb	BMI	638	0.1	0.4	4.646	6.611
shuff_leb	BMI	638	0.1	1000.0	7.586	7.954
ori_leb	BMI	639	0.1	0.4	4.808	6.1
shuff_leb	BMI	639	0.1	1000.0	7.777	7.19
ori_leb	BMI	640	0.1	0.4	4.883	5.526
shuff_leb	BMI	640	0.6	1.0	8.095	6.555
ori_leb	BMI	641	0.1	0.6	4.885	6.964
shuff_leb	BMI	641	0.9	1.0	7.207	9.172
ori_leb	BMI	642	0.1	0.6	4.997	6.184
shuff_leb	BMI	642	0.1	1000.0	7.718	7.429
ori_leb	BMI	643	0.1	0.4	4.769	6.324
shuff_leb	BMI	643	0.1	1000.0	7.366	8.759
ori_leb	BMI	644	0.1	0.4	4.836	6.18
shuff_leb	BMI	644	0.9	1.0	7.45	8.371
ori_leb	BMI	645	0.2	0.4	4.977	5.686
shuff_leb	BMI	645	0.6	0.6	7.865	7.503
ori_leb	BMI	646	0.1	0.4	4.911	5.609
shuff_leb	BMI	646	0.1	10.0	7.549	8.139
ori_leb	BMI	647	0.1	0.6	4.954	6.534
shuff_leb	BMI	647	0.1	1000.0	7.519	8.222
ori_leb	BMI	648	0.1	0.6	5.073	5.805
shuff_leb	BMI	648	0.1	1000.0	7.751	7.289
ori_leb	BMI	649	0.1	0.6	5.062	6.252
shuff_leb	BMI	649	0.8	1.0	7.5	8.439
ori_leb	BMI	650	0.1	0.6	5.198	5.282
shuff_leb	BMI	650	0.1	1000.0	8.077	5.735
ori_leb	BMI	651	0.1	0.6	4.814	6.987
shuff_leb	BMI	651	0.1	1000.0	7.389	8.663
ori_leb	BMI	652	0.1	0.6	5.074	6.156
shuff_leb	BMI	652	0.1	1000.0	7.577	8.0
ori_leb	BMI	653	0.1	0.4	4.878	5.517
shuff_leb	BMI	653	0.1	1000.0	7.769	7.241
ori_leb	BMI	654	0.1	0.6	5.026	6.262
shuff_leb	BMI	654	0.1	1000.0	7.738	7.364
ori_leb	BMI	655	0.1	0.6	4.853	7.1
shuff_leb	BMI	655	0.1	1.0	7.694	8.632
ori_leb	BMI	656	0.1	0.6	4.905	6.862
shuff_leb	BMI	656	0.1	1000.0	7.386	8.675
ori_leb	BMI	657	0.1	0.6	5.07	5.816
shuff_leb	BMI	657	0.6	1.0	7.782	7.654
ori_leb	BMI	658	0.1	0.6	4.887	6.56
shuff_leb	BMI	658	0.9	1.0	7.679	7.832
ori_leb	BMI	659	0.1	0.6	5.189	5.557
shuff_leb	BMI	659	0.9	1.0	7.673	7.686
ori_leb	BMI	660	0.1	0.6	5.122	5.47
shuff_leb	BMI	660	0.1	1000.0	7.86	6.819
ori_leb	BMI	661	0.1	0.2	4.357	6.939
shuff_leb	BMI	661	0.1	1000.0	7.665	7.653
ori_leb	BMI	662	0.1	0.4	4.67	6.688
shuff_leb	BMI	662	0.1	1000.0	7.356	8.791
ori_leb	BMI	663	0.1	0.6	5.06	6.407
shuff_leb	BMI	663	0.8	1.0	7.468	8.479
ori_leb	BMI	664	0.1	0.6	5.071	6.086
shuff_leb	BMI	664	0.1	1000.0	7.794	7.122
ori_leb	BMI	665	0.1	0.6	5.006	6.45
shuff_leb	BMI	665	0.1	1000.0	7.573	7.999
ori_leb	BMI	666	0.1	0.4	4.705	6.551
shuff_leb	BMI	666	0.1	1000.0	7.529	8.179
ori_leb	BMI	667	0.1	0.4	5.011	5.278
shuff_leb	BMI	667	0.9	1.0	8.02	6.655
ori_leb	BMI	668	0.1	0.4	4.914	5.616
shuff_leb	BMI	668	0.1	1000.0	7.765	7.247
ori_leb	BMI	669	0.1	0.6	4.973	6.44
shuff_leb	BMI	669	0.1	1000.0	7.431	8.514
ori_leb	BMI	670	0.9	0.2	4.79	6.801
shuff_leb	BMI	670	0.1	1000.0	7.477	8.348
ori_leb	BMI	671	0.1	0.4	4.762	5.97
shuff_leb	BMI	671	0.1	1000.0	7.634	7.778
ori_leb	BMI	672	0.1	0.4	4.93	5.399
shuff_leb	BMI	672	0.6	1.0	7.758	7.615
ori_leb	BMI	673	0.1	0.4	4.8	5.93
shuff_leb	BMI	673	0.1	1000.0	7.87	6.769
ori_leb	BMI	674	0.1	0.6	4.679	7.598
shuff_leb	BMI	674	0.1	10.0	7.096	9.614
ori_leb	BMI	675	0.1	0.4	4.892	5.577
shuff_leb	BMI	675	0.1	1000.0	7.899	6.635
ori_leb	BMI	676	0.1	0.6	5.038	6.182
shuff_leb	BMI	676	0.1	1000.0	7.69	7.548
ori_leb	BMI	677	0.1	0.6	4.969	6.281
shuff_leb	BMI	677	0.1	1000.0	7.611	7.853
ori_leb	BMI	678	0.1	0.6	5.058	6.028
shuff_leb	BMI	678	0.1	1000.0	7.495	8.301
ori_leb	BMI	679	0.1	0.4	4.984	5.307
shuff_leb	BMI	679	0.8	1.0	7.725	7.669
ori_leb	BMI	680	0.1	0.4	4.672	6.778
shuff_leb	BMI	680	0.1	1000.0	7.508	8.236
ori_leb	BMI	681	0.1	0.6	4.959	6.695
shuff_leb	BMI	681	0.4	1.0	7.624	8.427
ori_leb	BMI	682	0.1	0.6	4.994	6.342
shuff_leb	BMI	682	0.1	10.0	7.63	7.828
ori_leb	BMI	683	0.1	0.6	5.13	5.819
shuff_leb	BMI	683	0.9	1.0	7.774	7.293
ori_leb	BMI	684	0.1	0.6	4.954	6.433
shuff_leb	BMI	684	0.1	1000.0	7.603	7.895
ori_leb	BMI	685	0.1	0.4	4.707	6.701
shuff_leb	BMI	685	0.1	1000.0	7.585	7.984
ori_leb	BMI	686	0.1	0.6	5.145	5.42
shuff_leb	BMI	686	0.2	1.0	7.995	7.521
ori_leb	BMI	687	0.1	0.4	4.844	5.866
shuff_leb	BMI	687	0.1	1000.0	7.608	7.898
ori_leb	BMI	688	0.1	0.4	4.631	6.679
shuff_leb	BMI	688	0.1	1000.0	7.783	7.166
ori_leb	BMI	689	0.1	0.4	4.817	6.221
shuff_leb	BMI	689	0.2	1.0	7.69	8.175
ori_leb	BMI	690	0.1	0.4	4.645	6.63
shuff_leb	BMI	690	0.9	1.0	7.412	8.645
ori_leb	BMI	691	0.1	0.4	4.931	5.796
shuff_leb	BMI	691	0.1	1000.0	7.842	6.911
ori_leb	BMI	692	0.1	0.6	5.071	5.766
shuff_leb	BMI	692	0.1	1000.0	7.618	7.836
ori_leb	BMI	693	0.1	0.6	5.079	6.063
shuff_leb	BMI	693	0.8	0.6	7.922	7.678
ori_leb	BMI	694	0.2	0.2	4.586	5.88
shuff_leb	BMI	694	0.1	10.0	7.842	6.997
ori_leb	BMI	695	0.1	0.4	4.937	5.106
shuff_leb	BMI	695	0.1	1000.0	7.932	6.475
ori_leb	BMI	696	0.1	0.6	5.13	5.741
shuff_leb	BMI	696	0.9	1.0	7.752	7.506
ori_leb	BMI	697	0.1	0.4	5.001	5.64
shuff_leb	BMI	697	0.1	1000.0	7.783	7.201
ori_leb	BMI	698	0.1	0.4	4.972	5.181
shuff_leb	BMI	698	0.4	1.0	7.774	7.415
ori_leb	BMI	699	0.1	0.6	5.099	5.496
shuff_leb	BMI	699	0.1	10.0	7.786	7.138
ori_leb	BMI	700	0.1	0.4	4.88	5.452
shuff_leb	BMI	700	0.1	1000.0	7.902	6.633
ori_leb	BMI	701	0.1	0.4	4.67	6.738
shuff_leb	BMI	701	0.1	1000.0	7.267	9.066
ori_leb	BMI	702	0.1	0.4	4.86	5.811
shuff_leb	BMI	702	0.1	1000.0	7.787	7.139
ori_leb	BMI	703	0.1	0.2	4.473	6.515
shuff_leb	BMI	703	0.1	10.0	7.681	7.602
ori_leb	BMI	704	0.1	0.4	4.896	5.607
shuff_leb	BMI	704	0.8	1.0	7.661	7.836
ori_leb	BMI	705	0.1	0.4	4.781	6.077
shuff_leb	BMI	705	0.1	1000.0	7.727	7.41
ori_leb	BMI	706	0.1	0.6	5.2	5.175
shuff_leb	BMI	706	0.1	10.0	7.876	6.746
ori_leb	BMI	707	0.1	0.6	5.224	5.371
shuff_leb	BMI	707	0.1	1000.0	7.834	6.934
ori_leb	BMI	708	0.1	0.4	4.76	6.161
shuff_leb	BMI	708	0.1	1000.0	7.655	7.691
ori_leb	BMI	709	0.1	0.4	4.913	5.483
shuff_leb	BMI	709	0.1	10.0	7.783	7.167
ori_leb	BMI	710	0.1	0.6	4.931	6.279
shuff_leb	BMI	710	0.1	1000.0	7.546	8.104
ori_leb	BMI	711	0.1	0.4	4.998	5.13
shuff_leb	BMI	711	0.8	1.0	7.683	7.773
ori_leb	BMI	712	0.1	0.6	5.111	5.671
shuff_leb	BMI	712	0.1	1000.0	7.674	7.619
ori_leb	BMI	713	0.1	0.4	4.782	5.98
shuff_leb	BMI	713	0.1	1000.0	7.617	7.837
ori_leb	BMI	714	0.1	0.4	4.808	6.01
shuff_leb	BMI	714	0.1	1000.0	7.6	7.897
ori_leb	BMI	715	0.1	0.6	5.199	5.641
shuff_leb	BMI	715	0.9	1.0	7.6	7.857
ori_leb	BMI	716	0.1	0.4	4.861	5.914
shuff_leb	BMI	716	0.1	1000.0	7.843	6.891
ori_leb	BMI	717	0.1	0.4	4.749	6.186
shuff_leb	BMI	717	0.1	1000.0	7.501	8.285
ori_leb	BMI	718	0.1	0.4	4.858	5.643
shuff_leb	BMI	718	0.1	10.0	7.728	7.407
ori_leb	BMI	719	0.1	0.4	4.686	6.466
shuff_leb	BMI	719	0.1	10.0	7.545	8.132
ori_leb	BMI	720	0.4	0.4	5.003	6.282
shuff_leb	BMI	720	0.2	1.0	7.877	7.174
ori_leb	BMI	721	0.1	0.6	5.038	6.331
shuff_leb	BMI	721	0.8	1.0	7.568	7.93
ori_leb	BMI	722	0.1	0.4	4.933	5.624
shuff_leb	BMI	722	0.1	1000.0	7.846	6.964
