lebel_type	dis_co_occu	dis_pos	dis_neg	ran_ds_no	best_l1_ratio	best_C	best_cv_train_balanced_accuracy	test_balanced_accuracy
shuff_leb	Karyotype	304	95	400	0.9	0.6	0.496	0.478
ori_leb	Karyotype	304	95	401	0.6	1.0	0.897	0.926
shuff_leb	Karyotype	304	95	401	0.1	1.0	0.496	0.458
ori_leb	Karyotype	304	95	402	0.1	0.1	0.898	0.926
shuff_leb	Karyotype	304	95	402	0.1	0.001	0.481	0.5
ori_leb	Karyotype	304	95	403	0.4	0.2	0.888	0.902
shuff_leb	Karyotype	304	95	403	0.6	0.1	0.545	0.363
ori_leb	Karyotype	304	95	404	0.4	0.4	0.867	0.902
shuff_leb	Karyotype	304	95	404	0.1	0.001	0.414	0.5
ori_leb	Karyotype	304	95	405	0.2	0.1	0.885	0.885
shuff_leb	Karyotype	304	95	405	0.8	0.1	0.508	0.565
ori_leb	Karyotype	304	95	406	0.9	0.4	0.875	0.875
shuff_leb	Karyotype	304	95	406	0.9	10.0	0.509	0.537
ori_leb	Karyotype	304	95	407	0.8	1.0	0.888	0.893
shuff_leb	Karyotype	304	95	407	0.1	10.0	0.513	0.527
ori_leb	Karyotype	304	95	408	0.9	0.2	0.865	0.882
shuff_leb	Karyotype	304	95	408	0.9	0.4	0.515	0.525
ori_leb	Karyotype	304	95	409	0.9	0.6	0.898	0.926
shuff_leb	Karyotype	304	95	409	0.1	0.001	0.487	0.5
ori_leb	Karyotype	304	95	410	0.4	0.1	0.864	0.943
shuff_leb	Karyotype	304	95	410	0.2	1.0	0.491	0.578
ori_leb	Karyotype	304	95	411	0.4	0.2	0.893	0.877
shuff_leb	Karyotype	304	95	411	0.1	0.1	0.521	0.432
ori_leb	Karyotype	304	95	412	0.4	0.2	0.862	0.902
shuff_leb	Karyotype	304	95	412	0.1	1.0	0.5	0.481
ori_leb	Karyotype	304	95	413	0.9	0.4	0.885	0.91
shuff_leb	Karyotype	304	95	413	0.1	1000.0	0.531	0.475
ori_leb	Karyotype	304	95	414	0.8	0.6	0.892	0.885
shuff_leb	Karyotype	304	95	414	0.8	0.2	0.483	0.578
ori_leb	Karyotype	304	95	415	0.4	0.2	0.873	0.902
shuff_leb	Karyotype	304	95	415	0.1	0.001	0.512	0.5
ori_leb	Karyotype	304	95	416	0.6	0.2	0.885	0.877
shuff_leb	Karyotype	304	95	416	0.1	0.001	0.453	0.5
ori_leb	Karyotype	304	95	417	0.1	0.2	0.898	0.902
shuff_leb	Karyotype	304	95	417	0.1	0.2	0.512	0.511
ori_leb	Karyotype	304	95	418	0.6	1.0	0.867	0.885
shuff_leb	Karyotype	304	95	418	0.1	0.001	0.465	0.5
ori_leb	Karyotype	304	95	419	0.2	1.0	0.906	0.918
shuff_leb	Karyotype	304	95	419	0.4	10.0	0.51	0.486
ori_leb	Karyotype	304	95	420	0.1	0.1	0.878	0.902
shuff_leb	Karyotype	304	95	420	0.6	0.1	0.491	0.647
ori_leb	Karyotype	304	95	421	0.8	0.6	0.867	0.934
shuff_leb	Karyotype	304	95	421	0.1	1000.0	0.556	0.511
ori_leb	Karyotype	304	95	422	0.2	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	422	0.8	0.1	0.533	0.538
ori_leb	Karyotype	304	95	423	0.4	0.4	0.875	0.869
shuff_leb	Karyotype	304	95	423	0.6	0.2	0.528	0.465
ori_leb	Karyotype	304	95	424	0.6	100.0	0.885	0.877
shuff_leb	Karyotype	304	95	424	0.9	0.2	0.5	0.563
ori_leb	Karyotype	304	95	425	0.1	0.2	0.892	0.918
shuff_leb	Karyotype	304	95	425	0.1	0.001	0.388	0.5
ori_leb	Karyotype	304	95	426	0.8	0.6	0.898	0.893
shuff_leb	Karyotype	304	95	426	0.2	1.0	0.567	0.399
ori_leb	Karyotype	304	95	427	0.9	0.4	0.878	0.926
shuff_leb	Karyotype	304	95	427	0.1	0.001	0.464	0.5
ori_leb	Karyotype	304	95	428	0.8	0.2	0.896	0.859
shuff_leb	Karyotype	304	95	428	0.1	0.001	0.461	0.5
ori_leb	Karyotype	304	95	429	0.8	0.6	0.878	0.893
shuff_leb	Karyotype	304	95	429	0.1	0.001	0.469	0.5
ori_leb	Karyotype	304	95	430	0.8	0.6	0.865	0.926
shuff_leb	Karyotype	304	95	430	0.2	10.0	0.5	0.424
ori_leb	Karyotype	304	95	431	0.9	0.6	0.867	0.918
shuff_leb	Karyotype	304	95	431	0.8	0.1	0.467	0.407
ori_leb	Karyotype	304	95	432	0.1	0.1	0.906	0.893
shuff_leb	Karyotype	304	95	432	0.1	0.001	0.468	0.5
ori_leb	Karyotype	304	95	433	0.6	0.1	0.875	0.885
shuff_leb	Karyotype	304	95	433	0.8	0.1	0.521	0.45
ori_leb	Karyotype	304	95	434	0.6	0.4	0.898	0.885
shuff_leb	Karyotype	304	95	434	0.4	0.4	0.54	0.57
ori_leb	Karyotype	304	95	435	0.8	1.0	0.878	0.877
shuff_leb	Karyotype	304	95	435	0.6	0.1	0.465	0.458
ori_leb	Karyotype	304	95	436	0.2	0.1	0.875	0.926
shuff_leb	Karyotype	304	95	436	0.9	0.1	0.409	0.516
ori_leb	Karyotype	304	95	437	0.4	0.4	0.867	0.893
shuff_leb	Karyotype	304	95	437	0.2	10.0	0.472	0.414
ori_leb	Karyotype	304	95	438	0.6	0.2	0.881	0.926
shuff_leb	Karyotype	304	95	438	0.1	0.4	0.499	0.396
ori_leb	Karyotype	304	95	439	0.4	0.1	0.865	0.926
shuff_leb	Karyotype	304	95	439	0.6	1.0	0.491	0.586
ori_leb	Karyotype	304	95	440	0.1	0.2	0.867	0.902
shuff_leb	Karyotype	304	95	440	0.1	0.001	0.453	0.5
ori_leb	Karyotype	304	95	441	0.6	0.2	0.896	0.885
shuff_leb	Karyotype	304	95	441	0.9	1.0	0.5	0.483
ori_leb	Karyotype	304	95	442	0.6	1.0	0.908	0.902
shuff_leb	Karyotype	304	95	442	0.8	0.2	0.501	0.473
ori_leb	Karyotype	304	95	443	0.6	0.4	0.888	0.877
shuff_leb	Karyotype	304	95	443	0.2	1000.0	0.494	0.406
ori_leb	Karyotype	304	95	444	0.9	0.4	0.878	0.926
shuff_leb	Karyotype	304	95	444	0.1	1000.0	0.51	0.614
ori_leb	Karyotype	304	95	445	0.9	0.4	0.867	0.875
shuff_leb	Karyotype	304	95	445	0.4	100.0	0.519	0.56
ori_leb	Karyotype	304	95	446	0.9	0.4	0.875	0.926
shuff_leb	Karyotype	304	95	446	0.2	0.2	0.517	0.46
ori_leb	Karyotype	304	95	447	0.4	0.4	0.896	0.893
shuff_leb	Karyotype	304	95	447	0.6	1.0	0.606	0.483
ori_leb	Karyotype	304	95	448	0.8	0.4	0.888	0.859
shuff_leb	Karyotype	304	95	448	0.1	0.001	0.461	0.5
ori_leb	Karyotype	304	95	449	0.6	0.2	0.888	0.91
shuff_leb	Karyotype	304	95	449	0.8	0.1	0.5	0.55
ori_leb	Karyotype	304	95	450	0.9	0.6	0.878	0.902
shuff_leb	Karyotype	304	95	450	0.9	0.2	0.51	0.552
ori_leb	Karyotype	304	95	451	0.1	0.2	0.891	0.885
shuff_leb	Karyotype	304	95	451	0.9	0.1	0.552	0.448
ori_leb	Karyotype	304	95	452	0.9	0.4	0.896	0.926
shuff_leb	Karyotype	304	95	452	0.4	0.6	0.5	0.585
ori_leb	Karyotype	304	95	453	0.4	0.1	0.898	0.851
shuff_leb	Karyotype	304	95	453	0.1	0.001	0.429	0.5
ori_leb	Karyotype	304	95	454	0.2	0.1	0.885	0.885
shuff_leb	Karyotype	304	95	454	0.9	0.1	0.49	0.499
ori_leb	Karyotype	304	95	455	0.6	0.1	0.847	0.9
shuff_leb	Karyotype	304	95	455	0.6	0.1	0.5	0.44
ori_leb	Karyotype	304	95	456	0.2	0.1	0.865	0.893
shuff_leb	Karyotype	304	95	456	0.1	0.001	0.391	0.5
ori_leb	Karyotype	304	95	457	0.4	0.4	0.875	0.902
shuff_leb	Karyotype	304	95	457	0.8	0.1	0.482	0.499
ori_leb	Karyotype	304	95	458	0.4	0.4	0.888	0.877
shuff_leb	Karyotype	304	95	458	0.1	1000.0	0.485	0.56
ori_leb	Karyotype	304	95	459	0.6	0.4	0.888	0.918
shuff_leb	Karyotype	304	95	459	0.6	1000.0	0.531	0.547
ori_leb	Karyotype	304	95	460	0.2	0.2	0.875	0.885
shuff_leb	Karyotype	304	95	460	0.1	0.001	0.44	0.5
ori_leb	Karyotype	304	95	461	0.8	0.6	0.865	0.959
shuff_leb	Karyotype	304	95	461	0.6	0.1	0.505	0.504
ori_leb	Karyotype	304	95	462	0.2	0.4	0.875	0.967
shuff_leb	Karyotype	304	95	462	0.1	0.001	0.488	0.5
ori_leb	Karyotype	304	95	463	0.9	0.6	0.883	0.91
shuff_leb	Karyotype	304	95	463	0.2	0.6	0.565	0.475
ori_leb	Karyotype	304	95	464	0.1	0.2	0.891	0.861
shuff_leb	Karyotype	304	95	464	0.6	1.0	0.532	0.552
ori_leb	Karyotype	304	95	465	0.9	1.0	0.883	0.844
shuff_leb	Karyotype	304	95	465	0.1	0.4	0.5	0.529
ori_leb	Karyotype	304	95	466	0.1	0.2	0.878	0.885
shuff_leb	Karyotype	304	95	466	0.9	0.1	0.5	0.473
ori_leb	Karyotype	304	95	467	0.4	0.2	0.865	0.918
shuff_leb	Karyotype	304	95	467	0.1	0.001	0.479	0.5
ori_leb	Karyotype	304	95	468	0.8	0.6	0.888	0.959
shuff_leb	Karyotype	304	95	468	0.8	0.4	0.511	0.529
ori_leb	Karyotype	304	95	469	0.6	0.2	0.883	0.834
shuff_leb	Karyotype	304	95	469	0.9	0.6	0.537	0.414
ori_leb	Karyotype	304	95	470	0.4	0.2	0.878	0.926
shuff_leb	Karyotype	304	95	470	0.1	1000.0	0.465	0.476
ori_leb	Karyotype	304	95	471	0.8	0.4	0.883	0.893
shuff_leb	Karyotype	304	95	471	0.2	1.0	0.494	0.649
ori_leb	Karyotype	304	95	472	0.4	0.2	0.885	0.943
shuff_leb	Karyotype	304	95	472	0.9	1.0	0.578	0.598
ori_leb	Karyotype	304	95	473	0.9	0.2	0.888	0.918
shuff_leb	Karyotype	304	95	473	0.6	0.2	0.486	0.453
ori_leb	Karyotype	304	95	474	0.4	0.2	0.917	0.843
shuff_leb	Karyotype	304	95	474	0.1	0.2	0.5	0.614
ori_leb	Karyotype	304	95	475	0.4	0.2	0.888	0.893
shuff_leb	Karyotype	304	95	475	0.1	0.001	0.43	0.5
ori_leb	Karyotype	304	95	476	0.2	0.2	0.878	0.885
shuff_leb	Karyotype	304	95	476	0.1	0.001	0.499	0.5
ori_leb	Karyotype	304	95	477	0.1	0.6	0.885	0.902
shuff_leb	Karyotype	304	95	477	0.6	0.1	0.542	0.507
ori_leb	Karyotype	304	95	478	0.6	0.4	0.865	0.869
shuff_leb	Karyotype	304	95	478	0.9	0.1	0.468	0.652
ori_leb	Karyotype	304	95	479	0.6	0.2	0.878	0.893
shuff_leb	Karyotype	304	95	479	0.1	0.001	0.473	0.5
ori_leb	Karyotype	304	95	480	0.4	0.2	0.878	0.877
shuff_leb	Karyotype	304	95	480	0.9	0.1	0.469	0.404
ori_leb	Karyotype	304	95	481	0.4	0.4	0.866	0.902
shuff_leb	Karyotype	304	95	481	0.1	0.001	0.448	0.5
ori_leb	Karyotype	304	95	482	0.6	0.4	0.867	0.91
shuff_leb	Karyotype	304	95	482	0.1	0.001	0.4	0.5
ori_leb	Karyotype	304	95	483	0.8	0.2	0.871	0.834
shuff_leb	Karyotype	304	95	483	0.9	0.1	0.42	0.507
ori_leb	Karyotype	304	95	484	0.1	0.1	0.881	0.902
shuff_leb	Karyotype	304	95	484	0.2	0.4	0.551	0.486
ori_leb	Karyotype	304	95	485	0.9	0.6	0.857	0.918
shuff_leb	Karyotype	304	95	485	0.8	0.4	0.51	0.414
ori_leb	Karyotype	304	95	486	0.1	100.0	0.898	0.852
shuff_leb	Karyotype	304	95	486	0.6	0.1	0.49	0.501
ori_leb	Karyotype	304	95	487	0.4	0.1	0.888	0.843
shuff_leb	Karyotype	304	95	487	0.6	0.2	0.518	0.466
ori_leb	Karyotype	304	95	488	0.2	0.1	0.885	0.884
shuff_leb	Karyotype	304	95	488	0.4	0.2	0.499	0.466
ori_leb	Karyotype	304	95	489	0.2	0.2	0.885	0.877
shuff_leb	Karyotype	304	95	489	0.2	0.6	0.5	0.493
ori_leb	Karyotype	304	95	490	0.9	1.0	0.902	0.934
shuff_leb	Karyotype	304	95	490	0.1	0.001	0.481	0.5
ori_leb	Karyotype	304	95	491	0.6	0.6	0.902	0.844
shuff_leb	Karyotype	304	95	491	0.9	0.1	0.527	0.603
ori_leb	Karyotype	304	95	492	0.6	0.6	0.897	0.918
shuff_leb	Karyotype	304	95	492	0.1	0.001	0.484	0.5
ori_leb	Karyotype	304	95	493	0.4	0.2	0.885	0.943
shuff_leb	Karyotype	304	95	493	0.1	0.001	0.433	0.5
ori_leb	Karyotype	304	95	494	0.6	0.6	0.898	0.877
shuff_leb	Karyotype	304	95	494	0.8	0.1	0.486	0.594
ori_leb	Karyotype	304	95	495	0.1	0.1	0.898	0.893
shuff_leb	Karyotype	304	95	495	0.2	0.1	0.481	0.504
ori_leb	Karyotype	304	95	496	0.8	0.2	0.867	0.892
shuff_leb	Karyotype	304	95	496	0.1	0.001	0.464	0.5
ori_leb	Karyotype	304	95	497	0.8	0.4	0.898	0.834
shuff_leb	Karyotype	304	95	497	0.2	100.0	0.509	0.547
ori_leb	Karyotype	304	95	498	0.2	0.2	0.875	0.893
shuff_leb	Karyotype	304	95	498	0.2	0.1	0.522	0.493
ori_leb	Karyotype	304	95	499	0.2	0.2	0.887	0.91
shuff_leb	Karyotype	304	95	499	0.2	0.2	0.552	0.425
ori_leb	Karyotype	304	95	500	0.9	0.4	0.888	0.892
shuff_leb	Karyotype	304	95	500	0.9	1.0	0.53	0.381
ori_leb	Karyotype	304	95	501	0.6	0.1	0.847	0.893
shuff_leb	Karyotype	304	95	501	0.9	0.4	0.491	0.484
ori_leb	Karyotype	304	95	502	0.4	0.1	0.896	0.877
shuff_leb	Karyotype	304	95	502	0.1	0.001	0.482	0.5
ori_leb	Karyotype	304	95	503	0.1	0.1	0.861	0.893
shuff_leb	Karyotype	304	95	503	0.8	0.1	0.502	0.422
ori_leb	Karyotype	304	95	504	0.8	0.4	0.875	0.902
shuff_leb	Karyotype	304	95	504	0.8	0.1	0.438	0.583
ori_leb	Karyotype	304	95	505	0.9	100.0	0.896	0.869
shuff_leb	Karyotype	304	95	505	0.9	0.1	0.538	0.525
ori_leb	Karyotype	304	95	506	0.1	0.4	0.892	0.852
shuff_leb	Karyotype	304	95	506	0.6	0.1	0.448	0.468
ori_leb	Karyotype	304	95	507	0.1	0.4	0.885	0.885
shuff_leb	Karyotype	304	95	507	0.6	0.1	0.471	0.527
ori_leb	Karyotype	304	95	508	0.6	0.6	0.917	0.869
shuff_leb	Karyotype	304	95	508	0.1	0.001	0.491	0.5
ori_leb	Karyotype	304	95	509	0.4	0.1	0.878	0.869
shuff_leb	Karyotype	304	95	509	0.9	0.2	0.5	0.468
ori_leb	Karyotype	304	95	510	0.6	0.2	0.885	0.869
shuff_leb	Karyotype	304	95	510	0.1	0.001	0.459	0.5
ori_leb	Karyotype	304	95	511	0.9	10.0	0.895	0.885
shuff_leb	Karyotype	304	95	511	0.1	0.001	0.453	0.5
ori_leb	Karyotype	304	95	512	0.8	0.2	0.854	0.951
shuff_leb	Karyotype	304	95	512	0.9	1.0	0.51	0.542
ori_leb	Karyotype	304	95	513	0.9	1.0	0.857	0.91
shuff_leb	Karyotype	304	95	513	0.1	1000.0	0.5	0.384
ori_leb	Karyotype	304	95	514	0.9	0.4	0.865	0.926
shuff_leb	Karyotype	304	95	514	0.4	0.4	0.5	0.402
ori_leb	Karyotype	304	95	515	0.2	0.1	0.888	0.951
shuff_leb	Karyotype	304	95	515	0.1	0.4	0.562	0.537
ori_leb	Karyotype	304	95	516	0.8	0.4	0.888	0.877
shuff_leb	Karyotype	304	95	516	0.9	0.1	0.583	0.58
ori_leb	Karyotype	304	95	517	0.1	0.1	0.875	0.885
shuff_leb	Karyotype	304	95	517	0.9	0.4	0.499	0.614
ori_leb	Karyotype	304	95	518	0.8	0.6	0.896	0.877
shuff_leb	Karyotype	304	95	518	0.8	0.1	0.5	0.497
ori_leb	Karyotype	304	95	519	0.9	0.2	0.885	0.893
shuff_leb	Karyotype	304	95	519	0.9	0.1	0.518	0.519
ori_leb	Karyotype	304	95	520	0.9	0.6	0.898	0.885
shuff_leb	Karyotype	304	95	520	0.6	0.1	0.516	0.493
ori_leb	Karyotype	304	95	521	0.4	1.0	0.875	0.861
shuff_leb	Karyotype	304	95	521	0.6	1000.0	0.494	0.535
ori_leb	Karyotype	304	95	522	0.2	0.1	0.885	0.875
shuff_leb	Karyotype	304	95	522	0.6	0.1	0.502	0.635
ori_leb	Karyotype	304	95	523	0.9	0.4	0.888	0.91
shuff_leb	Karyotype	304	95	523	0.6	0.6	0.594	0.417
ori_leb	Karyotype	304	95	524	0.4	0.1	0.861	0.867
shuff_leb	Karyotype	304	95	524	0.1	0.001	0.489	0.5
ori_leb	Karyotype	304	95	525	0.1	0.1	0.865	0.934
shuff_leb	Karyotype	304	95	525	0.9	0.1	0.478	0.586
ori_leb	Karyotype	304	95	526	0.6	0.2	0.867	0.885
shuff_leb	Karyotype	304	95	526	0.9	0.2	0.504	0.479
ori_leb	Karyotype	304	95	527	0.8	1.0	0.887	0.877
shuff_leb	Karyotype	304	95	527	0.1	0.6	0.5	0.389
ori_leb	Karyotype	304	95	528	0.4	0.1	0.878	0.892
shuff_leb	Karyotype	304	95	528	0.4	10.0	0.548	0.501
ori_leb	Karyotype	304	95	529	0.6	0.4	0.878	0.926
shuff_leb	Karyotype	304	95	529	0.1	0.6	0.499	0.647
ori_leb	Karyotype	304	95	530	0.4	0.2	0.888	0.91
shuff_leb	Karyotype	304	95	530	0.2	0.2	0.478	0.552
ori_leb	Karyotype	304	95	531	0.2	0.1	0.871	0.893
shuff_leb	Karyotype	304	95	531	0.4	10.0	0.509	0.549
ori_leb	Karyotype	304	95	532	0.8	0.4	0.876	0.869
shuff_leb	Karyotype	304	95	532	0.1	0.1	0.5	0.412
ori_leb	Karyotype	304	95	533	0.6	0.2	0.867	0.959
shuff_leb	Karyotype	304	95	533	0.2	1.0	0.5	0.465
ori_leb	Karyotype	304	95	534	0.4	0.1	0.898	0.869
shuff_leb	Karyotype	304	95	534	0.1	1000.0	0.52	0.465
ori_leb	Karyotype	304	95	535	0.4	0.2	0.883	0.852
shuff_leb	Karyotype	304	95	535	0.6	0.2	0.513	0.501
ori_leb	Karyotype	304	95	536	0.2	0.6	0.883	0.91
shuff_leb	Karyotype	304	95	536	0.9	0.1	0.48	0.45
ori_leb	Karyotype	304	95	537	0.6	0.4	0.871	0.951
shuff_leb	Karyotype	304	95	537	0.9	0.1	0.494	0.496
ori_leb	Karyotype	304	95	538	0.8	1.0	0.885	0.959
shuff_leb	Karyotype	304	95	538	0.4	0.1	0.512	0.588
ori_leb	Karyotype	304	95	539	0.9	1.0	0.867	0.951
shuff_leb	Karyotype	304	95	539	0.8	1000.0	0.5	0.539
ori_leb	Karyotype	304	95	540	0.6	0.1	0.854	0.925
shuff_leb	Karyotype	304	95	540	0.2	1000.0	0.512	0.525
ori_leb	Karyotype	304	95	541	0.6	100.0	0.902	0.885
shuff_leb	Karyotype	304	95	541	0.6	1.0	0.504	0.434
ori_leb	Karyotype	304	95	542	0.2	0.2	0.897	0.893
shuff_leb	Karyotype	304	95	542	0.1	0.1	0.499	0.497
ori_leb	Karyotype	304	95	543	0.1	0.4	0.898	0.885
shuff_leb	Karyotype	304	95	543	0.6	0.1	0.531	0.463
ori_leb	Karyotype	304	95	544	0.9	1.0	0.888	0.852
shuff_leb	Karyotype	304	95	544	0.9	0.1	0.509	0.392
ori_leb	Karyotype	304	95	545	0.4	0.4	0.888	0.902
shuff_leb	Karyotype	304	95	545	0.9	0.2	0.495	0.675
ori_leb	Karyotype	304	95	546	0.4	0.2	0.908	0.869
shuff_leb	Karyotype	304	95	546	0.1	1000.0	0.495	0.522
ori_leb	Karyotype	304	95	547	0.2	0.4	0.898	0.893
shuff_leb	Karyotype	304	95	547	0.9	0.1	0.546	0.55
ori_leb	Karyotype	304	95	548	0.9	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	548	0.9	0.2	0.494	0.507
ori_leb	Karyotype	304	95	549	0.6	0.4	0.885	0.959
shuff_leb	Karyotype	304	95	549	0.8	0.1	0.532	0.486
ori_leb	Karyotype	304	95	550	0.9	0.4	0.887	0.877
shuff_leb	Karyotype	304	95	550	0.1	0.001	0.478	0.5
ori_leb	Karyotype	304	95	551	0.6	0.6	0.885	0.852
shuff_leb	Karyotype	304	95	551	0.1	0.001	0.442	0.5
ori_leb	Karyotype	304	95	552	0.9	0.4	0.876	0.877
shuff_leb	Karyotype	304	95	552	0.1	0.001	0.458	0.5
ori_leb	Karyotype	304	95	553	0.2	0.2	0.871	0.893
shuff_leb	Karyotype	304	95	553	0.1	0.6	0.568	0.57
ori_leb	Karyotype	304	95	554	0.9	1.0	0.885	0.867
shuff_leb	Karyotype	304	95	554	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	555	0.8	0.6	0.883	0.893
shuff_leb	Karyotype	304	95	555	0.8	0.1	0.497	0.558
ori_leb	Karyotype	304	95	556	0.1	1.0	0.886	0.902
shuff_leb	Karyotype	304	95	556	0.8	100.0	0.555	0.401
ori_leb	Karyotype	304	95	557	0.4	0.4	0.896	0.869
shuff_leb	Karyotype	304	95	557	0.4	0.4	0.515	0.509
ori_leb	Karyotype	304	95	558	0.2	0.1	0.888	0.893
shuff_leb	Karyotype	304	95	558	0.9	0.1	0.535	0.616
ori_leb	Karyotype	304	95	559	0.9	0.4	0.876	0.918
shuff_leb	Karyotype	304	95	559	0.8	0.1	0.485	0.517
ori_leb	Karyotype	304	95	560	0.8	1.0	0.908	0.877
shuff_leb	Karyotype	304	95	560	0.1	0.001	0.429	0.5
ori_leb	Karyotype	304	95	561	0.6	0.6	0.875	0.926
shuff_leb	Karyotype	304	95	561	0.8	0.6	0.5	0.562
ori_leb	Karyotype	304	95	562	0.4	0.2	0.906	0.869
shuff_leb	Karyotype	304	95	562	0.6	0.2	0.502	0.501
ori_leb	Karyotype	304	95	563	0.9	0.6	0.906	0.877
shuff_leb	Karyotype	304	95	563	0.2	1.0	0.512	0.552
ori_leb	Karyotype	304	95	564	0.9	0.6	0.885	0.918
shuff_leb	Karyotype	304	95	564	0.6	0.2	0.531	0.448
ori_leb	Karyotype	304	95	565	0.4	0.2	0.875	0.884
shuff_leb	Karyotype	304	95	565	0.1	0.001	0.468	0.5
ori_leb	Karyotype	304	95	566	0.6	0.6	0.912	0.877
shuff_leb	Karyotype	304	95	566	0.1	0.2	0.523	0.476
ori_leb	Karyotype	304	95	567	0.2	0.2	0.876	0.934
shuff_leb	Karyotype	304	95	567	0.6	0.4	0.499	0.632
ori_leb	Karyotype	304	95	568	0.6	0.4	0.875	0.926
shuff_leb	Karyotype	304	95	568	0.2	10.0	0.5	0.415
ori_leb	Karyotype	304	95	569	0.1	0.1	0.871	0.885
shuff_leb	Karyotype	304	95	569	0.8	0.1	0.497	0.434
ori_leb	Karyotype	304	95	570	0.4	0.4	0.906	0.861
shuff_leb	Karyotype	304	95	570	0.8	0.1	0.459	0.594
ori_leb	Karyotype	304	95	571	0.9	0.4	0.885	0.869
shuff_leb	Karyotype	304	95	571	0.2	0.2	0.481	0.503
ori_leb	Karyotype	304	95	572	0.8	0.2	0.867	0.867
shuff_leb	Karyotype	304	95	572	0.6	100.0	0.49	0.509
ori_leb	Karyotype	304	95	573	0.8	0.2	0.878	0.918
shuff_leb	Karyotype	304	95	573	0.9	0.1	0.531	0.563
ori_leb	Karyotype	304	95	574	0.4	1.0	0.902	0.869
shuff_leb	Karyotype	304	95	574	0.1	0.001	0.463	0.5
ori_leb	Karyotype	304	95	575	0.6	0.4	0.871	0.934
shuff_leb	Karyotype	304	95	575	0.8	0.6	0.606	0.553
ori_leb	Karyotype	304	95	576	0.4	0.1	0.887	0.867
shuff_leb	Karyotype	304	95	576	0.1	0.001	0.448	0.5
ori_leb	Karyotype	304	95	577	0.9	1.0	0.878	0.877
shuff_leb	Karyotype	304	95	577	0.8	0.1	0.473	0.432
ori_leb	Karyotype	304	95	578	0.8	0.4	0.878	0.943
shuff_leb	Karyotype	304	95	578	0.9	0.1	0.422	0.465
ori_leb	Karyotype	304	95	579	0.6	0.2	0.885	0.843
shuff_leb	Karyotype	304	95	579	0.8	0.1	0.474	0.566
ori_leb	Karyotype	304	95	580	0.4	0.1	0.875	0.926
shuff_leb	Karyotype	304	95	580	0.1	0.001	0.496	0.5
ori_leb	Karyotype	304	95	581	0.4	0.2	0.891	0.902
shuff_leb	Karyotype	304	95	581	0.4	100.0	0.483	0.513
ori_leb	Karyotype	304	95	582	0.8	0.2	0.867	0.902
shuff_leb	Karyotype	304	95	582	0.8	100.0	0.484	0.606
ori_leb	Karyotype	304	95	583	0.4	0.2	0.885	0.885
shuff_leb	Karyotype	304	95	583	0.6	0.6	0.506	0.596
ori_leb	Karyotype	304	95	584	0.9	1.0	0.906	0.902
shuff_leb	Karyotype	304	95	584	0.9	0.1	0.5	0.516
ori_leb	Karyotype	304	95	585	0.4	0.2	0.906	0.834
shuff_leb	Karyotype	304	95	585	0.8	0.1	0.5	0.509
ori_leb	Karyotype	304	95	586	0.8	0.4	0.876	0.926
shuff_leb	Karyotype	304	95	586	0.9	0.1	0.473	0.422
ori_leb	Karyotype	304	95	587	0.9	0.6	0.888	0.861
shuff_leb	Karyotype	304	95	587	0.9	0.1	0.508	0.647
ori_leb	Karyotype	304	95	588	0.8	1.0	0.898	0.918
shuff_leb	Karyotype	304	95	588	0.8	0.6	0.527	0.448
ori_leb	Karyotype	304	95	589	0.6	0.6	0.867	0.943
shuff_leb	Karyotype	304	95	589	0.9	0.1	0.49	0.535
ori_leb	Karyotype	304	95	590	0.9	1.0	0.892	0.869
shuff_leb	Karyotype	304	95	590	0.6	10.0	0.513	0.397
ori_leb	Karyotype	304	95	591	0.1	0.1	0.885	0.926
shuff_leb	Karyotype	304	95	591	0.1	1000.0	0.524	0.562
ori_leb	Karyotype	304	95	592	0.9	0.6	0.896	0.902
shuff_leb	Karyotype	304	95	592	0.9	0.1	0.458	0.478
ori_leb	Karyotype	304	95	593	0.9	0.6	0.888	0.893
shuff_leb	Karyotype	304	95	593	0.9	0.1	0.506	0.525
ori_leb	Karyotype	304	95	594	0.8	0.6	0.862	0.902
shuff_leb	Karyotype	304	95	594	0.2	0.1	0.537	0.563
ori_leb	Karyotype	304	95	595	0.4	0.6	0.878	0.902
shuff_leb	Karyotype	304	95	595	0.4	0.6	0.562	0.578
ori_leb	Karyotype	304	95	596	0.9	1.0	0.888	0.934
shuff_leb	Karyotype	304	95	596	0.4	10.0	0.519	0.501
ori_leb	Karyotype	304	95	597	0.8	1.0	0.878	0.91
shuff_leb	Karyotype	304	95	597	0.9	0.1	0.484	0.501
ori_leb	Karyotype	304	95	598	0.9	1.0	0.895	0.893
shuff_leb	Karyotype	304	95	598	0.1	0.2	0.524	0.468
ori_leb	Karyotype	304	95	599	0.1	0.2	0.865	0.959
shuff_leb	Karyotype	304	95	599	0.9	0.1	0.508	0.396
ori_leb	Karyotype	304	95	600	0.4	0.4	0.896	0.902
shuff_leb	Karyotype	304	95	600	0.4	0.1	0.5	0.509
ori_leb	Karyotype	304	95	601	0.1	0.2	0.888	0.934
shuff_leb	Karyotype	304	95	601	0.1	0.001	0.481	0.5
