lebel_type	dis_co_occu	dis_pos	dis_neg	ran_ds_no	best_l1_ratio	best_C	best_cv_train_balanced_accuracy	test_balanced_accuracy
shuff_leb	Karyotype	304	95	803	0.6	0.4	0.512	0.598
ori_leb	Karyotype	304	95	804	0.8	0.2	0.865	0.943
shuff_leb	Karyotype	304	95	804	0.8	1000.0	0.487	0.562
ori_leb	Karyotype	304	95	805	0.6	0.2	0.888	0.851
shuff_leb	Karyotype	304	95	805	0.9	0.1	0.52	0.494
ori_leb	Karyotype	304	95	806	0.1	0.2	0.875	0.902
shuff_leb	Karyotype	304	95	806	0.9	0.2	0.46	0.422
ori_leb	Karyotype	304	95	807	0.9	0.4	0.898	0.877
shuff_leb	Karyotype	304	95	807	0.1	100.0	0.5	0.415
ori_leb	Karyotype	304	95	808	0.2	0.1	0.867	0.91
shuff_leb	Karyotype	304	95	808	0.6	0.2	0.581	0.511
ori_leb	Karyotype	304	95	809	0.2	0.4	0.888	0.885
shuff_leb	Karyotype	304	95	809	0.8	0.1	0.54	0.517
ori_leb	Karyotype	304	95	810	0.9	0.6	0.876	0.926
shuff_leb	Karyotype	304	95	810	0.1	1000.0	0.466	0.484
ori_leb	Karyotype	304	95	811	0.8	0.4	0.888	0.926
shuff_leb	Karyotype	304	95	811	0.8	0.1	0.485	0.442
ori_leb	Karyotype	304	95	812	0.8	0.2	0.856	0.893
shuff_leb	Karyotype	304	95	812	0.1	1.0	0.489	0.358
ori_leb	Karyotype	304	95	813	0.6	0.4	0.888	0.893
shuff_leb	Karyotype	304	95	813	0.2	0.1	0.468	0.443
ori_leb	Karyotype	304	95	814	0.2	0.1	0.867	0.885
shuff_leb	Karyotype	304	95	814	0.1	10.0	0.522	0.545
ori_leb	Karyotype	304	95	815	0.2	0.2	0.907	0.893
shuff_leb	Karyotype	304	95	815	0.8	0.4	0.53	0.458
ori_leb	Karyotype	304	95	816	0.6	0.2	0.875	0.875
shuff_leb	Karyotype	304	95	816	0.1	0.001	0.464	0.5
ori_leb	Karyotype	304	95	817	0.6	0.2	0.881	0.902
shuff_leb	Karyotype	304	95	817	0.4	0.1	0.469	0.517
ori_leb	Karyotype	304	95	818	0.6	0.6	0.888	0.902
shuff_leb	Karyotype	304	95	818	0.8	1.0	0.499	0.6
ori_leb	Karyotype	304	95	819	0.9	0.4	0.876	0.877
shuff_leb	Karyotype	304	95	819	0.1	0.001	0.432	0.5
ori_leb	Karyotype	304	95	820	0.6	0.2	0.888	0.869
shuff_leb	Karyotype	304	95	820	0.9	0.4	0.573	0.47
ori_leb	Karyotype	304	95	821	0.2	0.1	0.885	0.943
shuff_leb	Karyotype	304	95	821	0.6	0.1	0.491	0.468
ori_leb	Karyotype	304	95	822	0.9	0.6	0.878	0.893
shuff_leb	Karyotype	304	95	822	0.1	0.1	0.556	0.552
ori_leb	Karyotype	304	95	823	0.1	0.1	0.867	0.943
shuff_leb	Karyotype	304	95	823	0.2	0.1	0.581	0.46
ori_leb	Karyotype	304	95	824	0.1	0.4	0.875	0.877
shuff_leb	Karyotype	304	95	824	0.1	0.001	0.465	0.5
ori_leb	Karyotype	304	95	825	0.6	0.2	0.854	0.902
shuff_leb	Karyotype	304	95	825	0.6	0.2	0.527	0.537
ori_leb	Karyotype	304	95	826	0.4	0.4	0.898	0.885
shuff_leb	Karyotype	304	95	826	0.1	1000.0	0.501	0.566
ori_leb	Karyotype	304	95	827	0.8	0.6	0.907	0.902
shuff_leb	Karyotype	304	95	827	0.2	0.2	0.522	0.44
ori_leb	Karyotype	304	95	828	0.1	0.2	0.876	0.885
shuff_leb	Karyotype	304	95	828	0.1	1000.0	0.524	0.466
ori_leb	Karyotype	304	95	829	0.8	0.6	0.883	0.91
shuff_leb	Karyotype	304	95	829	0.6	0.1	0.524	0.655
ori_leb	Karyotype	304	95	830	0.4	0.1	0.844	0.926
shuff_leb	Karyotype	304	95	830	0.8	0.1	0.499	0.507
ori_leb	Karyotype	304	95	831	0.1	0.1	0.897	0.893
shuff_leb	Karyotype	304	95	831	0.9	0.1	0.456	0.501
ori_leb	Karyotype	304	95	832	0.9	0.2	0.888	0.902
shuff_leb	Karyotype	304	95	832	0.2	100.0	0.506	0.527
ori_leb	Karyotype	304	95	833	0.8	0.2	0.908	0.843
shuff_leb	Karyotype	304	95	833	0.6	0.1	0.49	0.493
ori_leb	Karyotype	304	95	834	0.4	0.2	0.875	0.893
shuff_leb	Karyotype	304	95	834	0.1	0.001	0.439	0.5
ori_leb	Karyotype	304	95	835	0.9	0.4	0.887	0.875
shuff_leb	Karyotype	304	95	835	0.1	0.001	0.491	0.5
ori_leb	Karyotype	304	95	836	0.9	0.2	0.847	0.91
shuff_leb	Karyotype	304	95	836	0.1	0.001	0.506	0.5
ori_leb	Karyotype	304	95	837	0.9	1.0	0.867	0.893
shuff_leb	Karyotype	304	95	837	0.2	0.4	0.518	0.588
ori_leb	Karyotype	304	95	838	0.8	0.4	0.876	0.91
shuff_leb	Karyotype	304	95	838	0.9	0.1	0.5	0.503
ori_leb	Karyotype	304	95	839	0.2	0.1	0.893	0.902
shuff_leb	Karyotype	304	95	839	0.1	1000.0	0.483	0.414
ori_leb	Karyotype	304	95	840	0.4	1.0	0.908	0.918
shuff_leb	Karyotype	304	95	840	0.9	0.1	0.542	0.527
ori_leb	Karyotype	304	95	841	0.4	1.0	0.896	0.852
shuff_leb	Karyotype	304	95	841	0.9	0.1	0.509	0.563
ori_leb	Karyotype	304	95	842	0.2	0.2	0.888	0.869
shuff_leb	Karyotype	304	95	842	0.4	0.1	0.513	0.673
ori_leb	Karyotype	304	95	843	0.4	0.4	0.902	0.91
shuff_leb	Karyotype	304	95	843	0.4	0.1	0.542	0.44
ori_leb	Karyotype	304	95	844	0.1	0.1	0.887	0.893
shuff_leb	Karyotype	304	95	844	0.6	0.1	0.483	0.519
ori_leb	Karyotype	304	95	845	0.9	0.6	0.903	0.934
shuff_leb	Karyotype	304	95	845	0.1	0.001	0.471	0.5
ori_leb	Karyotype	304	95	846	0.9	0.6	0.857	0.877
shuff_leb	Karyotype	304	95	846	0.1	1000.0	0.51	0.588
ori_leb	Karyotype	304	95	847	0.2	0.1	0.88	0.91
shuff_leb	Karyotype	304	95	847	0.6	0.6	0.554	0.458
ori_leb	Karyotype	304	95	848	0.1	0.2	0.885	0.91
shuff_leb	Karyotype	304	95	848	0.9	0.6	0.604	0.511
ori_leb	Karyotype	304	95	849	0.6	0.2	0.88	0.892
shuff_leb	Karyotype	304	95	849	0.6	0.1	0.5	0.448
ori_leb	Karyotype	304	95	850	0.9	0.4	0.859	0.877
shuff_leb	Karyotype	304	95	850	0.8	0.1	0.49	0.552
ori_leb	Karyotype	304	95	851	0.4	0.1	0.888	0.902
shuff_leb	Karyotype	304	95	851	0.2	1000.0	0.51	0.527
ori_leb	Karyotype	304	95	852	0.8	0.4	0.866	0.885
shuff_leb	Karyotype	304	95	852	0.6	0.2	0.536	0.547
ori_leb	Karyotype	304	95	853	0.8	0.6	0.88	0.861
shuff_leb	Karyotype	304	95	853	0.8	0.2	0.508	0.452
ori_leb	Karyotype	304	95	854	0.1	0.1	0.857	0.926
shuff_leb	Karyotype	304	95	854	0.1	0.001	0.469	0.5
ori_leb	Karyotype	304	95	855	0.1	0.2	0.875	0.902
shuff_leb	Karyotype	304	95	855	0.2	0.6	0.54	0.521
ori_leb	Karyotype	304	95	856	0.2	0.2	0.875	0.902
shuff_leb	Karyotype	304	95	856	0.9	0.2	0.5	0.509
ori_leb	Karyotype	304	95	857	0.6	0.6	0.885	0.902
shuff_leb	Karyotype	304	95	857	0.8	0.4	0.506	0.544
ori_leb	Karyotype	304	95	858	0.8	0.4	0.875	0.926
shuff_leb	Karyotype	304	95	858	0.9	0.1	0.526	0.422
ori_leb	Karyotype	304	95	859	0.4	0.6	0.885	0.885
shuff_leb	Karyotype	304	95	859	0.2	1000.0	0.485	0.486
ori_leb	Karyotype	304	95	860	0.8	0.4	0.865	0.885
shuff_leb	Karyotype	304	95	860	0.8	0.1	0.509	0.44
ori_leb	Karyotype	304	95	861	0.1	0.1	0.874	0.885
shuff_leb	Karyotype	304	95	861	0.9	0.1	0.45	0.586
ori_leb	Karyotype	304	95	862	0.4	0.2	0.885	0.869
shuff_leb	Karyotype	304	95	862	0.9	0.6	0.51	0.486
ori_leb	Karyotype	304	95	863	0.2	0.1	0.867	0.902
shuff_leb	Karyotype	304	95	863	0.8	0.1	0.481	0.489
ori_leb	Karyotype	304	95	864	0.4	0.6	0.867	0.902
shuff_leb	Karyotype	304	95	864	0.8	0.2	0.462	0.617
ori_leb	Karyotype	304	95	865	0.9	0.2	0.888	0.885
shuff_leb	Karyotype	304	95	865	0.1	0.001	0.49	0.5
ori_leb	Karyotype	304	95	866	0.1	0.2	0.885	0.934
shuff_leb	Karyotype	304	95	866	0.1	0.001	0.448	0.5
ori_leb	Karyotype	304	95	867	0.9	0.4	0.875	0.869
shuff_leb	Karyotype	304	95	867	0.4	0.1	0.5	0.424
ori_leb	Karyotype	304	95	868	0.8	0.4	0.861	0.884
shuff_leb	Karyotype	304	95	868	0.4	10.0	0.535	0.389
ori_leb	Karyotype	304	95	869	0.9	0.6	0.878	0.926
shuff_leb	Karyotype	304	95	869	0.1	100.0	0.556	0.507
ori_leb	Karyotype	304	95	870	0.8	10.0	0.898	0.877
shuff_leb	Karyotype	304	95	870	0.1	100.0	0.515	0.453
ori_leb	Karyotype	304	95	871	0.6	0.6	0.898	0.844
shuff_leb	Karyotype	304	95	871	0.1	0.001	0.5	0.5
ori_leb	Karyotype	304	95	872	0.8	0.4	0.875	0.902
shuff_leb	Karyotype	304	95	872	0.1	0.001	0.491	0.5
ori_leb	Karyotype	304	95	873	0.9	0.4	0.867	0.91
shuff_leb	Karyotype	304	95	873	0.1	0.6	0.527	0.547
ori_leb	Karyotype	304	95	874	0.2	0.1	0.867	0.902
shuff_leb	Karyotype	304	95	874	0.8	0.1	0.498	0.442
ori_leb	Karyotype	304	95	875	0.8	0.6	0.891	0.918
shuff_leb	Karyotype	304	95	875	0.8	0.1	0.494	0.46
ori_leb	Karyotype	304	95	876	0.4	0.4	0.896	0.885
shuff_leb	Karyotype	304	95	876	0.4	1000.0	0.526	0.509
ori_leb	Karyotype	304	95	877	0.8	10.0	0.918	0.902
shuff_leb	Karyotype	304	95	877	0.6	0.2	0.527	0.466
ori_leb	Karyotype	304	95	878	0.2	0.4	0.875	0.918
shuff_leb	Karyotype	304	95	878	0.6	0.1	0.468	0.499
ori_leb	Karyotype	304	95	879	0.1	0.1	0.881	0.934
shuff_leb	Karyotype	304	95	879	0.8	0.1	0.481	0.525
ori_leb	Karyotype	304	95	880	0.4	0.2	0.875	0.943
shuff_leb	Karyotype	304	95	880	0.8	0.2	0.524	0.42
ori_leb	Karyotype	304	95	881	0.2	0.2	0.88	0.926
shuff_leb	Karyotype	304	95	881	0.9	0.4	0.506	0.468
ori_leb	Karyotype	304	95	882	0.2	0.1	0.896	0.91
shuff_leb	Karyotype	304	95	882	0.9	0.2	0.537	0.422
ori_leb	Karyotype	304	95	883	0.4	1.0	0.878	0.918
shuff_leb	Karyotype	304	95	883	0.2	0.2	0.571	0.542
ori_leb	Karyotype	304	95	884	0.4	0.1	0.878	0.91
shuff_leb	Karyotype	304	95	884	0.9	1.0	0.54	0.56
ori_leb	Karyotype	304	95	885	0.9	0.6	0.885	0.91
shuff_leb	Karyotype	304	95	885	0.8	0.1	0.499	0.453
ori_leb	Karyotype	304	95	886	0.2	0.1	0.873	0.918
shuff_leb	Karyotype	304	95	886	0.1	1.0	0.557	0.553
ori_leb	Karyotype	304	95	887	0.1	0.1	0.893	0.877
shuff_leb	Karyotype	304	95	887	0.8	0.2	0.494	0.503
ori_leb	Karyotype	304	95	888	0.8	1.0	0.888	0.885
shuff_leb	Karyotype	304	95	888	0.6	0.2	0.527	0.389
ori_leb	Karyotype	304	95	889	0.9	0.4	0.885	0.859
shuff_leb	Karyotype	304	95	889	0.1	0.4	0.542	0.563
ori_leb	Karyotype	304	95	890	0.4	0.1	0.885	0.902
shuff_leb	Karyotype	304	95	890	0.1	1000.0	0.47	0.434
ori_leb	Karyotype	304	95	891	0.4	0.6	0.888	0.861
shuff_leb	Karyotype	304	95	891	0.1	0.001	0.422	0.5
ori_leb	Karyotype	304	95	892	0.1	0.2	0.875	0.902
shuff_leb	Karyotype	304	95	892	0.6	0.2	0.471	0.649
ori_leb	Karyotype	304	95	893	0.2	0.1	0.888	0.885
shuff_leb	Karyotype	304	95	893	0.4	100.0	0.555	0.582
ori_leb	Karyotype	304	95	894	0.1	0.2	0.888	0.926
shuff_leb	Karyotype	304	95	894	0.6	1000.0	0.514	0.494
ori_leb	Karyotype	304	95	895	0.2	0.4	0.883	0.885
shuff_leb	Karyotype	304	95	895	0.1	0.6	0.527	0.493
ori_leb	Karyotype	304	95	896	0.2	0.1	0.883	0.885
shuff_leb	Karyotype	304	95	896	0.1	1.0	0.529	0.527
ori_leb	Karyotype	304	95	897	0.2	0.1	0.888	0.885
shuff_leb	Karyotype	304	95	897	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	898	0.6	0.6	0.878	0.877
shuff_leb	Karyotype	304	95	898	0.2	0.1	0.555	0.593
ori_leb	Karyotype	304	95	899	0.2	0.1	0.887	0.893
shuff_leb	Karyotype	304	95	899	0.1	0.001	0.452	0.5
ori_leb	Karyotype	304	95	900	0.1	0.4	0.878	0.869
shuff_leb	Karyotype	304	95	900	0.2	0.6	0.491	0.468
ori_leb	Karyotype	304	95	901	0.2	0.4	0.898	0.869
shuff_leb	Karyotype	304	95	901	0.1	0.001	0.484	0.5
ori_leb	Karyotype	304	95	902	0.6	0.4	0.878	0.926
shuff_leb	Karyotype	304	95	902	0.8	0.6	0.542	0.442
ori_leb	Karyotype	304	95	903	0.4	0.4	0.903	0.91
shuff_leb	Karyotype	304	95	903	0.1	0.1	0.47	0.631
ori_leb	Karyotype	304	95	904	0.2	0.1	0.871	0.885
shuff_leb	Karyotype	304	95	904	0.2	100.0	0.538	0.521
ori_leb	Karyotype	304	95	905	0.9	0.4	0.898	0.902
shuff_leb	Karyotype	304	95	905	0.1	1.0	0.494	0.519
ori_leb	Karyotype	304	95	906	0.2	0.2	0.888	0.91
shuff_leb	Karyotype	304	95	906	0.6	0.1	0.501	0.513
ori_leb	Karyotype	304	95	907	0.1	0.1	0.896	0.852
shuff_leb	Karyotype	304	95	907	0.4	1.0	0.5	0.572
ori_leb	Karyotype	304	95	908	0.8	0.2	0.867	0.892
shuff_leb	Karyotype	304	95	908	0.1	0.2	0.504	0.365
ori_leb	Karyotype	304	95	909	0.2	0.2	0.898	0.869
shuff_leb	Karyotype	304	95	909	0.2	0.2	0.525	0.534
ori_leb	Karyotype	304	95	910	0.6	0.4	0.867	0.943
shuff_leb	Karyotype	304	95	910	0.9	0.6	0.55	0.434
ori_leb	Karyotype	304	95	911	0.1	0.1	0.885	0.844
shuff_leb	Karyotype	304	95	911	0.8	0.4	0.576	0.458
ori_leb	Karyotype	304	95	912	0.1	0.2	0.906	0.893
shuff_leb	Karyotype	304	95	912	0.1	0.6	0.55	0.484
ori_leb	Karyotype	304	95	913	0.9	0.4	0.887	0.867
shuff_leb	Karyotype	304	95	913	0.6	0.1	0.478	0.486
ori_leb	Karyotype	304	95	914	0.4	0.2	0.878	0.877
shuff_leb	Karyotype	304	95	914	0.8	0.6	0.504	0.519
ori_leb	Karyotype	304	95	915	0.2	0.4	0.878	0.877
shuff_leb	Karyotype	304	95	915	0.9	0.4	0.522	0.627
ori_leb	Karyotype	304	95	916	0.1	0.4	0.875	0.869
shuff_leb	Karyotype	304	95	916	0.6	0.1	0.527	0.535
ori_leb	Karyotype	304	95	917	0.9	0.2	0.878	0.834
shuff_leb	Karyotype	304	95	917	0.9	0.2	0.46	0.45
ori_leb	Karyotype	304	95	918	0.2	0.2	0.888	0.893
shuff_leb	Karyotype	304	95	918	0.1	0.001	0.438	0.5
ori_leb	Karyotype	304	95	919	0.6	0.2	0.888	0.877
shuff_leb	Karyotype	304	95	919	0.9	0.2	0.496	0.517
ori_leb	Karyotype	304	95	920	0.4	0.1	0.878	0.943
shuff_leb	Karyotype	304	95	920	0.4	1000.0	0.501	0.596
ori_leb	Karyotype	304	95	921	0.2	0.2	0.867	0.918
shuff_leb	Karyotype	304	95	921	0.1	1000.0	0.519	0.519
ori_leb	Karyotype	304	95	922	0.9	0.4	0.875	0.902
shuff_leb	Karyotype	304	95	922	0.8	0.1	0.468	0.582
ori_leb	Karyotype	304	95	923	0.8	0.4	0.867	0.902
shuff_leb	Karyotype	304	95	923	0.9	0.1	0.44	0.442
ori_leb	Karyotype	304	95	924	0.1	0.1	0.885	0.877
shuff_leb	Karyotype	304	95	924	0.9	100.0	0.473	0.544
ori_leb	Karyotype	304	95	925	0.4	0.1	0.885	0.851
shuff_leb	Karyotype	304	95	925	0.4	0.1	0.5	0.537
ori_leb	Karyotype	304	95	926	0.2	0.1	0.847	0.885
shuff_leb	Karyotype	304	95	926	0.1	10.0	0.523	0.417
ori_leb	Karyotype	304	95	927	0.1	0.2	0.901	0.902
shuff_leb	Karyotype	304	95	927	0.4	100.0	0.494	0.509
ori_leb	Karyotype	304	95	928	0.9	0.2	0.888	0.885
shuff_leb	Karyotype	304	95	928	0.1	1.0	0.5	0.478
ori_leb	Karyotype	304	95	929	0.2	0.6	0.896	0.926
shuff_leb	Karyotype	304	95	929	0.6	0.1	0.506	0.46
ori_leb	Karyotype	304	95	930	0.6	0.2	0.885	0.902
shuff_leb	Karyotype	304	95	930	0.4	100.0	0.571	0.478
ori_leb	Karyotype	304	95	931	0.8	0.6	0.867	0.91
shuff_leb	Karyotype	304	95	931	0.9	0.1	0.51	0.424
ori_leb	Karyotype	304	95	932	0.4	0.4	0.888	0.91
shuff_leb	Karyotype	304	95	932	0.4	0.1	0.5	0.438
ori_leb	Karyotype	304	95	933	0.9	1.0	0.867	0.885
shuff_leb	Karyotype	304	95	933	0.9	0.1	0.435	0.425
ori_leb	Karyotype	304	95	934	0.6	0.4	0.892	0.91
shuff_leb	Karyotype	304	95	934	0.1	1000.0	0.5	0.57
ori_leb	Karyotype	304	95	935	0.8	0.6	0.881	0.926
shuff_leb	Karyotype	304	95	935	0.1	0.001	0.476	0.5
ori_leb	Karyotype	304	95	936	0.8	0.2	0.867	0.926
shuff_leb	Karyotype	304	95	936	0.1	0.4	0.51	0.463
ori_leb	Karyotype	304	95	937	0.8	0.6	0.881	0.918
shuff_leb	Karyotype	304	95	937	0.1	0.4	0.498	0.406
ori_leb	Karyotype	304	95	938	0.4	0.1	0.881	0.885
shuff_leb	Karyotype	304	95	938	0.1	100.0	0.5	0.442
ori_leb	Karyotype	304	95	939	0.1	0.1	0.898	0.852
shuff_leb	Karyotype	304	95	939	0.8	0.1	0.455	0.619
ori_leb	Karyotype	304	95	940	0.8	0.2	0.847	0.908
shuff_leb	Karyotype	304	95	940	0.9	1.0	0.494	0.501
ori_leb	Karyotype	304	95	941	0.6	0.2	0.875	0.885
shuff_leb	Karyotype	304	95	941	0.1	0.001	0.473	0.5
ori_leb	Karyotype	304	95	942	0.1	0.2	0.871	0.893
shuff_leb	Karyotype	304	95	942	0.2	0.4	0.5	0.501
ori_leb	Karyotype	304	95	943	0.1	0.1	0.888	0.885
shuff_leb	Karyotype	304	95	943	0.6	0.1	0.5	0.483
ori_leb	Karyotype	304	95	944	0.4	10.0	0.888	0.934
shuff_leb	Karyotype	304	95	944	0.9	10.0	0.548	0.399
ori_leb	Karyotype	304	95	945	0.6	0.1	0.867	0.918
shuff_leb	Karyotype	304	95	945	0.9	0.1	0.475	0.586
ori_leb	Karyotype	304	95	946	0.2	0.1	0.876	0.918
shuff_leb	Karyotype	304	95	946	0.6	0.4	0.521	0.452
ori_leb	Karyotype	304	95	947	0.8	0.4	0.881	0.9
shuff_leb	Karyotype	304	95	947	0.2	0.2	0.455	0.361
ori_leb	Karyotype	304	95	948	0.6	0.2	0.878	0.926
shuff_leb	Karyotype	304	95	948	0.9	0.2	0.438	0.434
ori_leb	Karyotype	304	95	949	0.6	0.2	0.881	0.877
shuff_leb	Karyotype	304	95	949	0.4	0.1	0.521	0.553
ori_leb	Karyotype	304	95	950	0.8	10.0	0.875	0.893
shuff_leb	Karyotype	304	95	950	0.6	0.2	0.49	0.517
ori_leb	Karyotype	304	95	951	0.4	0.1	0.865	0.893
shuff_leb	Karyotype	304	95	951	0.6	10.0	0.506	0.594
ori_leb	Karyotype	304	95	952	0.6	10.0	0.906	0.885
shuff_leb	Karyotype	304	95	952	0.6	0.1	0.537	0.509
ori_leb	Karyotype	304	95	953	0.8	0.1	0.854	0.918
shuff_leb	Karyotype	304	95	953	0.9	0.2	0.471	0.509
ori_leb	Karyotype	304	95	954	0.8	1.0	0.898	0.902
shuff_leb	Karyotype	304	95	954	0.8	0.1	0.483	0.417
ori_leb	Karyotype	304	95	955	0.4	0.1	0.857	0.902
shuff_leb	Karyotype	304	95	955	0.6	0.1	0.485	0.57
ori_leb	Karyotype	304	95	956	0.9	0.2	0.887	0.902
shuff_leb	Karyotype	304	95	956	0.2	0.2	0.514	0.468
ori_leb	Karyotype	304	95	957	0.6	0.2	0.898	0.859
shuff_leb	Karyotype	304	95	957	0.9	0.2	0.552	0.552
ori_leb	Karyotype	304	95	958	0.6	0.2	0.885	0.926
shuff_leb	Karyotype	304	95	958	0.8	0.4	0.49	0.476
ori_leb	Karyotype	304	95	959	0.2	0.4	0.875	0.893
shuff_leb	Karyotype	304	95	959	0.1	0.6	0.514	0.517
ori_leb	Karyotype	304	95	960	0.4	0.4	0.878	0.892
shuff_leb	Karyotype	304	95	960	0.1	0.001	0.446	0.5
ori_leb	Karyotype	304	95	961	0.8	0.4	0.893	0.926
shuff_leb	Karyotype	304	95	961	0.4	1000.0	0.55	0.529
ori_leb	Karyotype	304	95	962	0.2	0.1	0.878	0.885
shuff_leb	Karyotype	304	95	962	0.8	0.1	0.49	0.568
ori_leb	Karyotype	304	95	963	0.2	0.1	0.893	0.884
shuff_leb	Karyotype	304	95	963	0.4	0.6	0.555	0.476
ori_leb	Karyotype	304	95	964	0.2	0.4	0.898	0.885
shuff_leb	Karyotype	304	95	964	0.1	0.6	0.594	0.425
ori_leb	Karyotype	304	95	965	0.8	0.6	0.888	0.851
shuff_leb	Karyotype	304	95	965	0.8	0.1	0.538	0.489
ori_leb	Karyotype	304	95	966	0.4	0.1	0.885	0.893
shuff_leb	Karyotype	304	95	966	0.1	0.4	0.542	0.563
ori_leb	Karyotype	304	95	967	0.6	0.2	0.867	0.885
shuff_leb	Karyotype	304	95	967	0.6	1000.0	0.49	0.456
ori_leb	Karyotype	304	95	968	0.9	0.4	0.898	0.884
shuff_leb	Karyotype	304	95	968	0.6	1.0	0.526	0.484
ori_leb	Karyotype	304	95	969	0.1	0.1	0.865	0.893
shuff_leb	Karyotype	304	95	969	0.9	0.1	0.511	0.529
ori_leb	Karyotype	304	95	970	0.1	0.1	0.866	0.893
shuff_leb	Karyotype	304	95	970	0.9	0.4	0.462	0.555
ori_leb	Karyotype	304	95	971	0.9	0.4	0.867	0.926
shuff_leb	Karyotype	304	95	971	0.6	0.1	0.519	0.452
ori_leb	Karyotype	304	95	972	0.8	100.0	0.888	0.869
shuff_leb	Karyotype	304	95	972	0.1	0.4	0.5	0.527
ori_leb	Karyotype	304	95	973	0.8	0.4	0.876	0.91
shuff_leb	Karyotype	304	95	973	0.1	0.001	0.473	0.5
ori_leb	Karyotype	304	95	974	0.1	0.6	0.908	0.861
shuff_leb	Karyotype	304	95	974	0.2	0.1	0.5	0.45
ori_leb	Karyotype	304	95	975	0.4	0.4	0.867	0.877
shuff_leb	Karyotype	304	95	975	0.8	0.4	0.467	0.657
ori_leb	Karyotype	304	95	976	0.2	0.1	0.875	0.877
shuff_leb	Karyotype	304	95	976	0.8	0.1	0.514	0.553
ori_leb	Karyotype	304	95	977	0.9	0.4	0.878	0.852
shuff_leb	Karyotype	304	95	977	0.8	100.0	0.527	0.521
ori_leb	Karyotype	304	95	978	0.8	0.6	0.885	0.91
shuff_leb	Karyotype	304	95	978	0.4	0.1	0.558	0.578
ori_leb	Karyotype	304	95	979	0.9	1.0	0.888	0.91
shuff_leb	Karyotype	304	95	979	0.6	0.6	0.537	0.532
ori_leb	Karyotype	304	95	980	0.1	0.2	0.897	0.943
shuff_leb	Karyotype	304	95	980	0.8	0.1	0.463	0.491
ori_leb	Karyotype	304	95	981	0.2	0.4	0.878	0.885
shuff_leb	Karyotype	304	95	981	0.9	0.1	0.46	0.516
ori_leb	Karyotype	304	95	982	0.1	0.2	0.878	0.885
shuff_leb	Karyotype	304	95	982	0.9	0.1	0.462	0.516
ori_leb	Karyotype	304	95	983	0.9	0.6	0.875	0.893
shuff_leb	Karyotype	304	95	983	0.8	0.4	0.531	0.511
ori_leb	Karyotype	304	95	984	0.8	0.6	0.878	0.885
shuff_leb	Karyotype	304	95	984	0.9	0.2	0.468	0.434
ori_leb	Karyotype	304	95	985	0.4	0.2	0.878	0.918
shuff_leb	Karyotype	304	95	985	0.9	0.2	0.532	0.475
ori_leb	Karyotype	304	95	986	0.8	0.4	0.865	0.902
shuff_leb	Karyotype	304	95	986	0.6	0.4	0.51	0.43
ori_leb	Karyotype	304	95	987	0.4	0.2	0.885	0.877
shuff_leb	Karyotype	304	95	987	0.8	0.6	0.471	0.511
ori_leb	Karyotype	304	95	988	0.2	0.1	0.888	0.885
shuff_leb	Karyotype	304	95	988	0.2	1000.0	0.573	0.509
ori_leb	Karyotype	304	95	989	0.1	0.1	0.891	0.91
shuff_leb	Karyotype	304	95	989	0.1	0.001	0.427	0.5
ori_leb	Karyotype	304	95	990	0.2	0.2	0.885	0.902
shuff_leb	Karyotype	304	95	990	0.8	0.1	0.479	0.607
ori_leb	Karyotype	304	95	991	0.8	0.2	0.875	0.902
shuff_leb	Karyotype	304	95	991	0.9	1000.0	0.5	0.452
ori_leb	Karyotype	304	95	992	0.8	0.6	0.888	0.926
shuff_leb	Karyotype	304	95	992	0.8	0.1	0.5	0.524
ori_leb	Karyotype	304	95	993	0.8	0.2	0.885	0.893
shuff_leb	Karyotype	304	95	993	0.1	0.2	0.554	0.475
ori_leb	Karyotype	304	95	994	0.9	0.4	0.885	0.91
shuff_leb	Karyotype	304	95	994	0.1	1000.0	0.501	0.443
ori_leb	Karyotype	304	95	995	0.4	0.1	0.861	0.902
shuff_leb	Karyotype	304	95	995	0.1	10.0	0.5	0.381
ori_leb	Karyotype	304	95	996	0.2	0.1	0.88	0.91
shuff_leb	Karyotype	304	95	996	0.2	0.1	0.526	0.535
ori_leb	Karyotype	304	95	997	0.9	10.0	0.881	0.902
shuff_leb	Karyotype	304	95	997	0.8	0.1	0.494	0.534
ori_leb	Karyotype	304	95	998	0.6	0.6	0.866	0.885
shuff_leb	Karyotype	304	95	998	0.1	0.001	0.491	0.5
ori_leb	Karyotype	304	95	999	0.4	0.1	0.865	0.918
shuff_leb	Karyotype	304	95	999	0.1	0.2	0.513	0.371
